base	index	text
0x23000	241	(ダメだ…僕の言う事は聞いて| くれそうにない。誰か他に| 彼を説得できないかな…)
0x23000	242	「ちょっとアンタ!| どうしてこんな事するのよ!| 鬼太郎の友達だったんでしょ?」
0x23000	243	「ち、うるさい女だな…| お前は関係ないだろ!」
0x23000	244	「な…なんですって~!」
0x23000	245	「あいたたた~何すんだよ!」
0x23000	246	「あんたなんか、もう知らない!」
0x23000	247	「………」
0x23000	248	「今度はなんだよ…」
0x23000	249	「アタイにはわかるんだ…| 鬼太郎…あんたの事、| 心配してるよ」
0x23000	250	「ふ…ふん! それがどうした!| 〝心配"なんて、オイラには| 腹の足しにもならないぜ!」
0x23000	251	「本当に…そう思ってる?」
0x23000	252	「う…そ、それは…もちろんだ!」
0x23000	253	「アタイがこんな事言うのはね、| アンタの目が悪いやつの目に| 見えないからよ。@ 今のアンタの言葉が、| 本当にアンタの本心か…| 自分でよく考えてみればいいわ」
0x23000	254	(く…俺だって…本当は…)@「畜生!| もうやってられね~ぜ!」
0x23000	255	「あら…逃げちゃった。| わかってくれたかしら…」
0x23000	256	「だれかいるか!」
0x23000	257	「はは、ここに…」
0x23000	258	「鬼太郎に感づかれた。| 撤収を開始する。残りの| 懸狐共にそう連絡をしろ!@ それから、今まで集めた生気を| 運び出す為の人員を回せ」
0x23000	259	「御意。10分程お待ちを」
0x23000	260	(10分か…それまで| 持ちこたえないとな…)
0x23000	261	「もう逃げられないぞ、| 観念するんだ、ねずみ男!」
0x23000	262	「俺様をまだ本当に| ねずみ男だと思っているのか?| こいつはお笑いだな!」
0x23000	263	「何!?」
0x23000	264	「ありゃりゃ?| 道…間違えたかな?| 変な場所に出ちまったい!」
0x23000	265	「! あ…あれは!?」
0x23000	266	「げ! 鬼太郎じゃねえか!」@(よりによって一番会いたくねえ| 奴に会っちまった!)
0x23000	267	「なんじゃと?| ねずみ男がもう一人?」
0x23000	268	「ふ、本物が現れたか…」
0x23000	269	「じゃあ…こいつは…?」
0x23000	270	「冥土の土産に教えといてやる。| 俺様の名前は〝むじな"…| 鬼太郎…今度こそ覚梧しろ!
0x23000	271	 来い、黒坊主!」
0x23000	272	「きしゃあああああ~~!!」
0x23000	273	「あいつが黒坊主本体か!?」
0x23000	274	「鬼太郎、奪われた生気は| 依然、むじなが持っておる| 掛け軸の中じゃ。@ アレを持ち去られる前に| むじなを倒すんじゃ!」
0x23000	275	「オ…オホン! なんだか| お取り込み中みたいだな、| 鬼太郎。@ 邪魔しちゃ悪いから| 俺は帰らせて| もらうぜ」
0x23000	276	「まてよ、ねずみ男!| お前も手伝え!」
0x23000	277	「鬼太郎ちゃん、| ボクの大好きな言葉はね@ 〝君子、危うきに近寄らず"| っていうの。| 意味、教えてあげようか?」
0x23000	278	「こいつ…」
0x23000	279	「へ! この忙しいのに、| 誰がタダで働くかってんだよ!」
0x23000	280	「鬼太郎さん!」
0x23000	281	「ああ、ルカちゃん!」
0x23000	282	(なな! 鬼太郎の奴に、| 女の子から電話が!?)
0x23000	283	「と、父さん達の具合がどんどん| 悪くなっていってるの!@ お願いします! 父さんを…| 父さんを早く助けて!」
0x23000	284	「わかった、任せてくれ、| 君はそこでじっとしてるんだ、| いいね!」
0x23000	285	「は、はいっ!」
0x23000	286	「きき…鬼太郎、い、今の| 〝ルカちゃん"ってのは誰なんだ!| 紹介しろよ!」
0x23000	287	「今回の依頼人さ。あのむじなって| 奴に操られて、生気を奪われた| ある会社の社長の餅だよ。@ 今、その生気を奪い返そうと| している真っ最中だ」
0x23000	288	(うひょ~!| 社長令嬢様かよ! こいつは| お近づきにならねえとな!@ アイツとの約束もあるが…| まあ、ちょっとくらい| いいだろ!)@「鬼太郎、俺様も…| 手をかしてやるぜ」
0x23000	289	「え? 〝なんとかは| 危うきに近寄らず〝| なんじゃなかったのか?」
0x23000	290	「鬼太郎君は学がないね…| こういう言葉もあるだろう?@ 〝義を見てせざるは勇なきなり"| ってな!@ ル~カちゅわ~ん!| このねずみ男が、お父さんの傘を| バッチリ助けますからね~~!」
0x23000	291	「やれやれ…| 先が思いやられるわい」
0x23000	292	「く…こう足場がせまくちゃ| なかなか進めないな…| 急いでるのに!」
0x23000	293	「鬼太郎どん! こういう時こそ| おいどんの〝広範囲"の技、| 〝もめん切り"の出番でごわす!」
0x23000	294	「え? 一反木綿…| そんな技使えたっけ?| この前の時は見なかったけど…」
0x23000	295	「前は寝起きで炎に囲まれて| 調子がでてなかったとよ…| 今回から使えるでごわす!@ 〝もめん切り"は一直線上に| 並んだ敵を一度に攻撃する| 技でごわす!@ こういう敵が一列に並びやすい| 場所ならまさにうってつけとよ!」
0x23000	296	「鬼太郎、ワシもここのところの| 戦いで大分カンが戻ってきたぞい。| ワシの〝石化落下"も使うてくれ。@ ワシの〝広範囲"の技…| 〝石化落下"は自分の四方に| おる敵に攻撃を与えるぞ。@ オババや一反木綿の| 〝広範囲"技も同じじゃが| 味方を巻き込む事はない。@ 例によって妖気が上がらんと| 使えんが…よろしく頼んだぞ」
0x23000	297	「わかった。上手くいくように| 考えて指示するから…| その時はたのむ」
0x23000	298	「鬼太郎。いずれはお店でも| 〝広範囲"に効果のある| 武器が買えるようになるみたい。@ そっちは装傭さえすれば| アタイ達でも〝広範囲"の| 技を使えるようになるけど…@ 味方も巻き込んじゃう| らしいから、もし使う時は| 注意してね」
0x23000	299	「成る程…気をつけるよ」
0x23000	1024	開癸中
0x28000	0	「結局…ルカちゃんの| お父さんからは大した事は| 聞けませんでしたね、父さん」
0x28000	1	「うむ…あのお人も| すっかり操られておったんじゃ。| まあ、しょうがないのう」
0x28000	2	「むじなの奴が暁光寺建設の| 社員を使い、妖怪の住処を| 無理矢理開癸させ…@ 妖怪達に人間への敵意を| 持たせようとしていたのは| 確かなんだけど…」
0x28000	3	「むじなと竹切り狸との関係も| はっきりせんしな。奴らは| 仲間か、そうじゃないのか…」
0x28000	4	「しかし…二人とも奪った生気を| どこかに運んでおったり、| 行動が似てるでごわす!」
0x28000	5	「うむ、少なくとも、竹切り狸と| むじなが無関係という事は| ないじゃろうな」
0x28000	6	「それに…これだけの大事件なのに| TVやネットでニュースに| なってないのは変ですね。@ 暁光寺建設の住所だって、| どこかに記録が残っていても| おかしくないのに…」
0x28000	7	「ふうむ…わからん事| ばっかりじゃな…」
0x28000	8	「捜査はフリだしですね」
0x28000	9	「竹切り狸に、むじなか…| 今頃ドコでどうして| おるやら」
0x28000	10	「へへへ…けどルカちゃんは| か~わいかったな~!」
0x28000	11	「ねずみ男…そういえばお前、| 何か用事があったんじゃ| ないのか?」
0x28000	12	「え? あ、いや、| た…大したことじゃね~よ!」@(いけねえ…すっかり| 忘れてたぜ!)
0x28000	13	「おっと、へへ…悪ぃ、電話だ」@(ち…噂をすればなんとやらだぜ)@「丁度いいから、| 俺様はこれで失礼するぜ。| それじゃ皆の衆、あばよ~!」
0x28000	14	「…なんか…怪しいわね…」
0x28000	15	「ん? あいつ…何か| 落としていったぞ?」
0x28000	16	「チラシ…ですね。なになに…| 〝金もちの人は読まないで!"| …なんだこりゃ?@ 〝今ならタダで億万長者に| なれる方法教えます"@ 〝顧客と収入を10倍にする| 丸秘テクニック無料講習会!"| だって!?」
0x28000	17	「まだあるわ〝本当は| 教えたくない? 驚異の| スーパー記憶術講座!"@ 〝これさえあれば誰でも夢の| 最高学府合格間違いなし!| まずは無料説明会に参加を!"@ ですって! なにこれ!?| バッカみたい!」
0x28000	18	「ねずみ男の奴…| 一体何をやっとるんじゃ!」
0x28000	19	「なんだか…講習会とやらで| 大勢人を集めようと| しとるようじゃな。@ どのチラシも集合場所は| ここの近所の森のようじゃぞ」
0x28000	20	「鬼太郎…なんかアタイ、| ものすご~くいやな| 予感がするんだけど…@ ねずみ男のこと…ちょっと調べた| 方がいいんじゃない?」
0x28000	21	「まあ、あ奴の事じゃ、| どうせ良からぬ| 金儲けの類と思うが…@ いつものことじゃて、| 気にせんでも| いいと思うがのう」
0x28000	22	「そりゃあ、そうだけど…| なんだかアタイ…ひっかかるな。| 〝女の勘"ってやつ?」
0x28000	23	「どうしようかな?」|<g400><ねずみ男の行動をしらべる>|<g400><気にしない>
0x28000	24	「猫餅がそこまで言うなら…| ちょっとだけ調べてみるか」
0x28000	25	「やった! さっすが鬼太郎!| アタイの勘…| 信じてくれるのね!?」
0x28000	26	「そういうことなら、ワシらも| 手伝うか。あ奴を放っておくと| 何をしでかすかわからんからな」
0x28000	27	「気にしすぎじゃとは思うが…@ まあ一応、この講習会だか| 説明会だかの様子を| 見に行ってみるか」
0x28000	28	「けど…こんないかがわしい| チラシで参加希望者なんて| 集まるのかなぁ…」
0x28000	29	「う~~ん、正直、僕は調査する| 必要があるとは思えないな」
0x28000	30	「でも…!」
0x28000	31	「確かに胡散臭いけど…こんな| チラシで客が集まるとも思え| ないし、放っといても平気さ」
0x28000	32	「そ…そうかもね、| 確かにこのチラシじゃ、ね」
0x28000	33	「鬼太郎ど~ん!」
0x28000	34	「おや、一反木綿!| どうしたんだい?」
0x28000	35	「ルカちゃんのお父さんが| 手がかりになる物をみつけて| くれたでごわす!」
0x28000	36	「なんじゃと!?| それは本当か?」
0x28000	37	「預って来たとよ!| これたい!」
0x28000	38	「何かのメモだな…| 色々書いてあるけど| 意味がわからないや」
0x28000	39	「何々…〝コレモ"| 〝HEY<87>YOU"| 〝T-ボーン"…?」
0x28000	40	「…何じゃそりゃ?| 全く意味がわからん」
0x28000	41	「若手のお笑い芸人の名前か| なんかかのう?」
0x28000	42	「そうか! むじなは| 若い芸人の追っかけを…って| そんなバカな話があるか!@ しかしどれも聞いた事がある| 名前じゃ…はて、なんじゃった| かのう…ど忘れしたわい!」
0x28000	43	「これは…もしかして?」
0x28000	44	「なんじゃ…わかるのか猫餅?」
0x28000	45	「ええ…アタイの考えが、| 正しければ…ねずみ男の事より、| こっちの方が大変かも…!」
0x28000	46	「なんだって!?| 詳しく話してくれ」
0x28000	47	「ええ…わかったわ」
0x28000	48	「あの…チラシを見て| 来たんですけど…」
0x28000	49	「おお! これはお忙しい中| ご足勞でやんしたね。ささ、| みなさんお待ちかねですよ」
0x28000	50	(なんだ…結構集まっている| じゃないか。@ みんな…僕みたいに記憶術で| 資格を増やして収入を上げようと| 考えている人達なのかな…?)
0x28000	51	(あんなチラシに| 意外とみんな| 食いつくものだな…@ この不況だ…ワラをも掴む| 気持ちになっているのは| 俺だけじゃないってことか…)
0x28000	52	(やれやれ…これから| 何をされるのかも知らねえで| こんなに集まりやがってよ…@ けど、正直ここまで人が| あつまるとは思わなかったな~。| それもこれも不況のおかげか?@ こりゃバブルの時より| 驪しやすいかもな…| 今後の参考にさせてもらうぜ)
0x28000	53	「そろそろ時間だと思うが…| こんな虫の多い森の中で| 会を執り行うのかね?」
0x28000	54	「いいえ、滅相もございやせん!| 当然会場は別でございます。今、| 送迎の乗り物が参りますので…」
0x28000	55	「へへ…噂をすれば、来ましたよ、| あのバスにお乗り下さい」
0x28000	56	「お…冷房が効いてて中は涼しいね」
0x28000	57	「はい、そりゃあもう!」@(そりゃあそうさ、こいつの| エンジンは、水で動いて| やがるんだからな…)@「私めはここでしばらく| 遅れて到着される方がいないか| お待ちします。@ 行き先は運転手が知って| おりますので…それでは、| また後でお目にかかります」
0x28000	58	「今度会う時は地獄だぜ。| 悪く思わないでくれよ…| 俺も必死なんだ」
0x28000	59	「地獄…? どういう事だ、| ねずみ男」
0x28000	60	「ドッキ~ン!!@ ききき…鬼太郎! お、お前| なんで! どうして!| いいいい…いつからそこに!」
0x28000	61	「わかりやすい焦り方じゃのう…」
0x28000	62	「今のバス…普通のバスじゃ| ないな? お前…一体何を| 企んでいるんだ?」
0x28000	63	「へ! てめえらには| 関係ねえよ!」
0x28000	64	「なんですって~!?」
0x28000	65	「こうして怪しい現場を| 見ちゃった以上、| 黙って帰る訳にはいかないな。@ 悪い様にはしない、| 正直に話してみろよ」
0x28000	66	「…………………………わかった、| 事情を話すぜ。みんな、| こっち来て耳をかしてくれ」
0x28000	67	「ああ、いいよ。| みんな、ねずみ男の周りに| 集まってくれ」
0x28000	68	「ほいきた」
0x28000	69	「ぬ~り~か~べ~!」
0x28000	70	「準傭OKでごわすよ」
0x28000	71	「へへ…| じゃあいかせてもらうぜ!」
0x28000	72	「こ…これは! うわあ!」
0x28000	73	「へへ、そうとも!| 俺様の〝リーサルウェポン"| オ<87>ナ<87>ラだ!」
0x28000	74	「く、くっさぁ~~いぃ!!| さ、さいて~~!!」
0x28000	75	「鬼太郎、俺の新しい| 座右の銘を教えてやるよ…@ 〝三十六計逃げるにしかず〝| ってな!| あばよ~!」
0x28000	76	「ま、待て! ねずみ男!」
0x28000	77	「うう…なんという強烈な| 刺激臭じゃ…目にしみるわい!」
0x28000	78	「大丈夫か、親父殿!?」
0x28000	79	「わ、ワシの事はいい、| 早くアイツを追うんじゃ!」
0x28000	80	「合点でごわす!」
0x28000	81	「ぬりかべ~おこった~!」
0x28000	82	「ゲホッゲホッ!| ゲゲゲの森の方に逃げたわ!」
0x28000	83	「よし、追いかけよう!」@(猫餅の勘があたったな…)
0x28000	84	「ねずみ男、お前に言いたい事は| 色々あるけど…@ その前に集めた人達を| 何処につれていったのか、| 行き先を言うんだ!」
0x28000	85	「そ…それは…」
0x28000	86	「い、いで~~~~~~~っ!!」
0x28000	87	「まだ足りないみたいね…」
0x28000	88	「ままま…待ってくれい!| 話す話す! 話すからよ~!」
0x28000	89	「ふん、始めから| そう言えばいいんだ」
0x28000	90	(ち、ここまでか…| だがよ、とことん往生際が| 悪いのがねずみ男様流よ)@「あ~~~~~!!| 鬼太郎、今そっちに| 怪しい人影がみえたぜ!」
0x28000	91	「………………」
0x28000	92	「………………」
0x28000	93	「…………いいかげんにせんか、| そんな見え透いた手に| 誰が引っかかるものか」
0x28000	94	「う、うそじゃね~って!」
0x28000	95	「しつこいわね!| 誰もいやしな…| ん?」
0x28000	96	「どうした? 猫餅」
0x28000	97	「みんなのじゃない臭いがする…| 誰かそこにいるわ…」
0x28000	98	「なんだって?| よ~し、リモコン下駄!」
0x28000	99	「うぐ!」
0x28000	100	「お前は…」
0x28000	101	「く…勘だけで当てるとは…| さすが鬼太郎だ!」
0x28000	102	「お前は…むじな!| 隠れて見ていたのか!」
0x28000	103	「ぬりかべ! 捕まえるんじゃ!」
0x28000	104	「ぬ~り~か~べ~!!」
0x28000	105	「おっと…そうはいかんよ、| さらばだ、鬼太郎!」
0x28000	106	「追うんじゃ!」
0x28000	107	(ひえ~~~! 棚ボタだぜ~!| よし、連中が気を取られてる| 今のうちに…)@「へへ! あばよ~い!」
0x28000	108	「あ~~! アンタ!| 待ちなさいよ!」
0x28000	109	「いかん、このままでは| 両方ともに| 逃げられてしまうぞ!」
0x28000	110	「どちらか一方を集中して| 追いかけた方が良さそうじゃの」
0x28000	111	「くっ…」
0x28000	112	(どうする?)|<g400><ねずみ男を追う>|<g400><むじなを追う>
0x28000	113	「どこかへ連れて行かれた| 人間達が心配です。| ねずみ男の方を追いましょう」
0x28000	114	「そうじゃな…よし、出癸じゃ!」
0x28000	115	「連れて行かれた人達も心配| だけど…危害を加えられていると| 決まったわけじゃない。@ それより今はむじなを追い| ましょう。あいつが一連の事件の| 竇を鏡っているんですから!」
0x28000	116	「うむ…それもそうじゃな。| よし、すぐに後を追うぞ!」
0x28000	117	「もしもし…私よ」
0x28000	118	「はあ…はあ、悪ぃ、| 鬼太郎の奴に| 感づかれちまったぜ!」
0x28000	119	「あらあら…それで?」
0x28000	120	「〝それで"じゃね~だろ!| 助けてくれよ!」
0x28000	121	「ねずみ男!」
0x28000	122	「げげ…言わんこっちゃねえ。| もう追いつかれちまった!」
0x28000	123	「ねずみ男、逃げたってことは| 何か良からぬ事を企んでいるって| 認めたのと同じだぞ!」
0x28000	124	「さっきの人間達は、一体何処へ| つれていかれたんじゃ!」
0x28000	125	「とほほ…これまでか」
0x28000	126	「まってたぞ! 鬼太郎!」
0x28000	127	「へ…?」
0x28000	128	「なんだ…この声は…?」
0x28000	129	「うわ! な…なんだ!」
0x28000	130	「こいつは…一体?」
0x28000	131	「どうだ…俺様の炎は。| もう逃げられないぞ!」
0x28000	132	「お前は…ぬけ首!」
0x28000	133	「そうとも、俺様は| ぬけ首だ!」
0x28000	134	(こいつは確か…| 頭から高熱を癸して| 炎をおこせる妖怪じゃ。@ いったいワシらに| 何の用じゃ…?)
0x28000	135	「ど、どうなってやがんだ…?」
0x28000	136	「狸の奴が手ぬるいんでね…| 私が手を回しておいたのさ。@ 丁度いいタイミングだった| みたいだね」
0x28000	137	「へえ…さすがだぜ…」
0x28000	138	「さあ、ねずみ男…今の内に| 帰っておいでよ」
0x28000	139	「気持ち悪い声をだすな!| けど…たすかったぜ。そっちに| 合流するから待っててくれ」
0x28000	140	「ふふふ…わかったわ。| それじゃ、またあとでね…」
0x28000	141	(とはいったものの…| この炎じゃ身動きできねえな。| しばらく様子を見るか…)
0x28000	142	「鬼太郎…ここで俺とお前、| どっちが上かはっきり| させようじゃないか!」
0x28000	143	「どうしてそんな事をしなくちゃ| いけないんだ?| 理由がないじゃないか!」
0x28000	144	「なんだと? でかい口たたい| といて…いざ実際に戦おうって| 段になったら逃げるのか?」
0x28000	145	「でかい…口? 何のことだ?」
0x28000	146	「ふざけるな!| お前からこないなら、| こっちから行くぜ!」
0x28000	147	(なんか今一つ話が噛み合って| ないな…)
0x28000	148	「なんだかえらく興曹しとるのう。| なんにせよ、このままでは森が| 全部撚えてしまうぞ!@ ここはひとまずアイツを| おとなしくさせるんじゃ。| 話はそれからじゃな」
0x28000	149	「そうですね、連れ去られた人達も| 心配ですし…急ぎましょう!」
0x28000	150	「おお? なんだありゃ?」
0x28000	151	「ぬけ首の懸郎の胴体か?| なんだか首のところから| 冷たい風がでてやがるぜ…」
0x28000	152	(コイツはクーラーに| 使えるかもな…| 高く売れそうだぜ)@「ちょうど火の勢いも| 弱まってきたみてえだし…| 今がチャンスだな。@ よっと!」
0x28000	153	「ん? ねずみ男のやつ…| ぬけ首の胴体をどうする| つもりだ?」
0x28000	154	「へへ…あばよ!」
0x28000	155	「あ~! あいつ、| ぬけ首の胴体を!」
0x28000	156	(ワシの記憶が確かなら| あの胴体は…@ いかん。| 面倒な事になりそうじゃな)
0x28000	157	「父さん、なんだかぬけ首の奴| 大きくなってきていませんか?」
0x28000	158	(やはりか…)@「…聞いた事がある。| ぬけ首の胴体はアイツの| 冷却装置になっておって…@ アイツの首が熱くなりすぎるのを| 防いでおるそうじゃ」
0x28000	159	「じゃあ…このまま首が| 離れたままだと…」
0x28000	160	「うむ。最悪…幡癸という事も| ありうるぞ!@ 鬼太郎! 早くぬけ首を| 大人しくさせて、ねずみ男を| 追うんじゃ!」
0x28000	161	「わかりました!」
0x28000	162	「な…なんだ?| ウオオオオオオ~!」
0x28000	163	「いかん!| 間に合わなかったか!?」
0x28000	164	「しまった! もう限界が…」
0x28000	165	「しまった…身体から離れすぎた…| うわああああああああああ!!」
0x28000	166	「…なんて事だ…ぬけ首が…| それに森も…」
0x28000	167	「くそう! ぬけ首のやつ…| 可哀想にのう!@ 火の勢いも強い…このままでは| 森中に飛び火してしまうぞ!| とにかく火を消すんじゃ!」
0x28000	168	「わ…わかりました!」
0x28000	169	「鬼太郎! アタイ、| ねずみ男の奴を追うわね!」
0x28000	170	「あ、ああ、頼む。| こっちの後始末は| 僕らでやるから」
0x28000	171	「じゃあ、行くね」
0x28000	172	「ぬけ首の! 応援にきて| やったぜ!」
0x28000	173	「たくろう火…| いいか、くれぐれも| 俺の邪魔だけはするなよ!」
0x28000	174	「へへ、わかってるって」
0x28000	175	「…ならいい」
0x28000	176	「たくろう火! またお前か!」
0x28000	177	「へへ、鬼太郎。今度こそ| お前を倒すぜ!」
0x28000	178	「ふん、お前では何度来ても| 同じじゃ!」
0x28000	179	「こいつらを見ても| そんな事がいえるかな?」
0x28000	180	「なんじゃ…こいつらは!」
0x28000	181	「キタロウ…コロス!」
0x28000	182	「ガイコツ…?| それもこんなに大勢…| たくろう火の仲間か?@ とにかく…邪魔をするなら| みんな倒させてもらう!」
0x28000	183	「鬼太郎。このままでは連中に| はさみ打ちにされてしまうぞ!@ 戦力を二手にわけて| 応戦するんじゃ!」
0x28000	184	「わかりました!」
0x28000	185	「あいてて、さすがにやりやがるぜ」
0x28000	186	「こうなったら…」
0x28000	187	「な…なんだ?| 首と胴体が…分かれた!」
0x28000	188	「これで身軽になった…| 行くぞ、鬼太郎!」
0x28000	189	「ひとまずなんとか| なったようじゃな…」
0x28000	190	「やっかいな奴らでしたね…」
0x28000	191	「鬼太郎! アタイ、| ねずみ男の奴を追うわね!」
0x28000	192	「あ、ああ、頼む。| こっちの後始末は| 僕らでやるから」
0x28000	193	「じゃあ、行くね」
0x28000	194	「あいたた…こいつはいけねえや。| 火の手が収まるまで| とりあえず隠れとくか」
0x28000	195	「ち、またやられちまった…| 鬼太郎…また会おうぜ!」
0x28000	196	「まて! お前達は| 竹切り狸とどういう| 関係なんだ!?」
0x28000	197	「ふふふ…鬼太郎。| 俺の理想を理解してくれる奴が| 現れたんだ!@ 俺はそいつの言うことを| 聞く事にした。| ただそれだけだ!」
0x28000	198	「なんだと…?| それは誰の事だ!?」
0x28000	199	「今にわかるさ。| あばよ、鬼太郎…」
0x28000	200	「く…」
0x28000	201	「うおおおおおお~~!| ま、負けた~~!」
0x28000	202	「ぬけ首、勝負あったぞ!| これ以上怪我をしたくなければ| 脇で大人しくしているんだ!」
0x28000	203	「畜生…」
0x28000	204	「教えてくれ、ぬけ首!| 僕達と君が戦わなきゃいけない| 理由がどこにあるんだ!?」
0x28000	205	「なにが〝妖怪界のプリンス"だ!| なにが〝向かう所敵なし"だ!@ 俺はお前を倒して、本当は| お前が大した奴じゃないって| 事を世間に教えてやる!@ 妖怪界で一番の人気者に| なるのは…この俺だ!」
0x28000	206	「…? 何を言ってるんだ?」
0x28000	207	「俺の力…思い知らせてやる!| 行くぞ!」
0x28000	208	「ねずみ男! さっきはよくも| やってくれたな!」
0x28000	209	「悪く思うなよ鬼太郎、俺にも| いろいろと事情があんのよ!」
0x28000	210	「集めた人間達をどこへ| 連れて行ったんだ!?」
0x28000	211	「へ、言えるわけねーじゃんかよ!| こっちだって必死なんだ!」
0x28000	212	(必死…?| どういう事だ…)
0x28000	213	(ふう、何とか火は| 消し止められたぞ…)@「大丈夫か、ぬけ首…| すぐ手当てをしてやるからな」
0x28000	214	「ちっくしょう! あんな| 無礼な癸言をする奴に負けた上、| 情けをかけられるなんて…!」
0x28000	215	「無礼な…癸言?」
0x28000	216	「さっきも似たような事を| 言っておったが…| 何の事じゃ?」
0x28000	217	「とほけるな! こいつを見ろ!」
0x28000	218	「なんじゃ、| 妖怪タイムスではないか」
0x28000	219	「…なになに…?
0x28000	220	 〝若い女性に大人気…| 妖怪界のプリンス| ゲゲゲの鬼太郎"」
0x28000	221	「ええ? なんですかそれ?」
0x28000	222	「えらく養めてあるとよ…@ 〝向かう所敵なし"| 〝デビューシングルCDも| 幡癸的ヒット"」
0x28000	223	「インタビューも載ってるぞ。@ 〝僕は無敵です。| ウソだと思うなら誰でも| いいから挑戦してくればいい。@ 僕はどんな妖怪の挑戦でも| 受けます!"」
0x28000	224	「この恥知らずで傲慢不遜な記事!| 確かに顔じゃあ…俺はお前に| ちょっと負けてるかもしれねえ…@ だが腕っぷしに関して| 舐められるのはゴメンだ!| 俺はガマンならなかった!@ どうだい! これをみても| まだシラを切る気か?」
0x28000	225	「これは…ウソの記事だよ」
0x28000	226	「そうだろうとも、ウソの…@ って、ええええええ!?」
0x28000	227	「同じ日付の新聞なら| ワシも見たが、こんな事| ちっとも書いとらんかったぞ」
0x28000	228	「そ、そんなバカな!| 驪されないぞ!」
0x28000	229	「そこまでいうなら…」
0x28000	230	「ない! 俺の新聞と同じ記事が| どこにも載ってない!」
0x28000	231	「ワシらも新聞を| 持ってきてやったが…| 親父殿の新聞と同じじゃぞ?」
0x28000	232	(俺は…だまされていたのか?)
0x28000	233	「ふむ、どうやら何者かが、| ぬけ首の自尊心をくすぐって| ワシらを襲わせる為に@ 偽の新聞を届けたようじゃな」
0x28000	234	「たくろう火や、あのガイコツは| なぜ君の味方を?」
0x28000	235	「ああ…ある日知らない奴が| 俺のところにやってきて、@ <8b>俺も新聞を見た、鬼太郎を| 倒すなら手をかすぜ<8c>っていって@ 奴らの協力を| 取りつけてきてくれたんだ」
0x28000	236	「そいつはどんな奴じゃった?」
0x28000	237	「どんなって…やせてて出っ歯で| 黒地に黄色い家紋みたいな模様の| 服を着てたな…」
0x28000	238	「むじなの奴だ…間違いない」
0x28000	239	「むじな? なんだそいつ?」
0x28000	240	「妖怪達に誤解を植え付けて| 人間や仲間の妖怪と争わせておる| 得体の知れん奴じゃ」
0x28000	241	「なんだって!?| じゃあ…俺も奴に| 利用されてたってのか?」
0x28000	242	「まあ、そういう事じゃの」
0x28000	243	「なんてこった…この俺が、| そんな奴に利用されてた| なんて…」
0x28000	244	「うぐ!」
0x28000	245	「父さん!」
0x28000	246	「いかん! 胴体と長く離れ| すぎたんじゃ! 早く冷やさんと| 大変な事になるぞ!」
0x28000	247	「うおおおおおおお」
0x28000	248	「ど、どうしよう!| このままじゃ!」
0x28000	249	「鬼太郎~~!| ねずみ男を捕まえたわよ~!」
0x28000	250	「とほほ…」
0x28000	251	「ねずみ男! ぬすんだぬけ首の| 胴体を返せ!」
0x28000	252	「ほらよ、もう好きにしてくれ!」
0x28000	253	 |<ぬけ首の胴体を手に入れた>
0x28000	254	「うう…俺の…胴体…」
0x28000	255	「よし、急いで繋ぐんじゃ!」
0x28000	256	「てつだってやるぞ~~」
0x28000	257	「さ、これで幡癸の危険は| なくなったよ」
0x28000	258	「うう…| なんか世話かけちまったな…」
0x28000	259	「気にするな」
0x28000	260	「…鬼太郎。俺、驪されて| お前を誤解していたみたいだ。@ 今回の事は悪かった。| 非礼を詫びる意味で、| 俺をお前の手下にしてくれ!」
0x28000	261	「て、手下!? そんな…困るよ!」
0x28000	262	「んだとぉ! これ以上| 俺に恥をかかす気かぁ?」
0x28000	263	「わ、わかったよ。| でも、手下は勘弁してくれ| 〝仲間"ってことでどうだい?」
0x28000	264	「おう、なんでもいいぜ!| よし、決まりだな!」
0x28000	265	 |<ぬけ首が仲間になった!>
0x28000	266	「ちぇ、今日は厄日だぜ!」
0x28000	267	「畜生…畜生畜生!| 驪された上に、倒そうとした| 相手に助けられるなんて…@ 俺様は恥ずかしいぜ!| ここにはもういられねえ…| あばよ!」
0x28000	268	「あ! …いっちゃった」
0x28000	269	「ほっほっほ…| 〝男の子"じゃのう!」
0x28000	270	「ちぇ、今日は厄日だぜ!」
0x28000	271	(ふう、何とか火は| 消し止められたぞ…)
0x28000	272	「ぬけ首のやつ…一体どうして| 僕を襲ったりしたんでしょうか?」
0x28000	273	「わからんのう…| じゃが、たくろう火が| からんでおったからには@ 今日までの一連の事件に| なにか関係あるのかもしれんのう」
0x28000	274	(ぬけ首…ゴメンな、でも妖怪は| 体が滅びても死ぬわけじゃない。| 今度会う時は…仲良くしような)
0x28000	275	「鬼太郎~~!| ねずみ男を捕まえたわよ~!」
0x28000	276	「とほほ……」
0x28000	277	「こんな炎ごとき…!」
0x28000	278	「ぬ~り~か~べ~!」
0x28000	279	「ぬけ首! このままじゃ| キミが危険なんだ。| 頼むから僕の話を聞いてくれ!」
0x28000	280	「黙れ黙れ黙れ~!| 話しがしたいなら| 俺様を倒してからにするんだな!」
0x28000	281	(やっぱり一度倒すしか| ないのか…)
0x28000	1024	開癸中
0x2c800	0	「やれやれ…やっと捕まえたわい」
0x2c800	1	「お尻にもセンをしといたからの、| もう〝リーサルウェポン"| とやらも使えまい!」
